"","month","dow","hour","num_trips","trip_dur","age"
"728",5,3,7,2064,14.51,37.11
"729",5,3,8,3274,14.6,35.24
"730",5,3,9,1703,14.26,34.71
"731",5,3,10,925,18.04,35.73
"732",5,3,11,1094,24.66,35.65
"733",5,3,12,1183,16.36,35.53
"734",5,3,13,1034,21.89,36.09
"735",5,3,14,1097,20.46,36.41
"736",5,3,15,1299,21.8,37.13
"737",5,3,16,2336,17.31,37.38
"738",5,3,17,3417,17.64,36
"739",5,3,18,2365,16.31,33.84
"740",5,3,19,1355,14.68,32.41
"741",5,3,20,834,13.55,32.89
"742",5,3,21,617,16.35,32.79
"743",5,3,22,415,13.41,32.39
"744",5,3,23,265,82.72,31.67
"745",5,4,0,174,18.97,32.76
"746",5,4,1,92,81.77,34.54
"747",5,4,2,73,11.17,34.56
"748",5,4,3,21,30.06,36.29
"749",5,4,4,32,429.09,36.03
"750",5,4,5,248,13.72,34.8
"751",5,4,6,987,11.96,37.54
"752",5,4,7,2762,13.11,36.85
"753",5,4,8,4441,21.78,35.21
"754",5,4,9,2368,25.85,35.07
"755",5,4,10,1389,22.99,35.09
"756",5,4,11,1506,59.08,36.26
"757",5,4,12,1744,15.15,35.78
"758",5,4,13,1632,29.8,37.54
"759",5,4,14,1621,20.8,36.72
"760",5,4,15,2028,22.06,37.72
"761",5,4,16,3285,26.37,38.13
"762",5,4,17,5477,19.05,36.14
"763",5,4,18,3933,17.01,34.28
"764",5,4,19,2817,24.98,33.19
"765",5,4,20,1686,17.29,33.29
"766",5,4,21,1127,22.58,32.79
"767",5,4,22,762,22.66,33.54
"768",5,4,23,496,22.94,32.17
"769",5,5,0,195,76.38,32.38
"770",5,5,1,100,15.49,35.68
"771",5,5,2,81,23.43,38.05
"772",5,5,3,28,159.76,38
"773",5,5,4,27,15.32,34.3
"774",5,5,5,255,12.68,34.49
"775",5,5,6,997,12.58,38.04
"776",5,5,7,2663,32.55,36.88
"777",5,5,8,4363,19.06,34.99
"778",5,5,9,2421,18.17,35.3
"779",5,5,10,1399,16.48,35.48
"780",5,5,11,1496,25.02,35.6
"781",5,5,12,1721,21.52,35.93
"782",5,5,13,1706,20.24,36.47
"783",5,5,14,1579,19.11,36.54
"784",5,5,15,1924,24.09,37.21
"785",5,5,16,3428,16.59,37.35
"786",5,5,17,5059,17.81,35.58
"787",5,5,18,3586,18.65,34.09
"788",5,5,19,2455,23.55,33.25
"789",5,5,20,1586,33.86,32.91
"790",5,5,21,1134,46.73,32.61
"791",5,5,22,771,58.38,33.02
"792",5,5,23,456,64.29,32.95
"793",5,6,0,216,228.51,32.63
"794",5,6,1,123,104.63,32.37
"795",5,6,2,85,62.77,35.02
"796",5,6,3,30,22.16,38.93
"797",5,6,4,47,28.9,38.66
"798",5,6,5,191,17.47,34.98
"799",5,6,6,848,12.75,38.02
"800",5,6,7,2241,13.38,37.13
"801",5,6,8,3932,15.23,35.23
"802",5,6,9,2085,13.26,34.69
"803",5,6,10,1352,22.94,35.78
"804",5,6,11,1499,17.47,36.37
"805",5,6,12,1805,21.25,36.05
"806",5,6,13,1763,19.31,36.15
"807",5,6,14,1699,26.68,36.26
"808",5,6,15,1921,20.57,36.22
"809",5,6,16,2908,24.37,36.36
"810",5,6,17,3937,21.88,35.23
"811",5,6,18,3151,34.08,33.74
"812",5,6,19,2307,33.25,33.37
"813",5,6,20,1568,28.25,32.87
"814",5,6,21,1102,35.05,32.65
"815",5,6,22,957,54.63,34.57
"816",5,6,23,649,93.02,33.52
"817",5,7,0,363,57.15,33.65
"818",5,7,1,318,22.11,34.04
"819",5,7,2,211,116.21,35.72
"820",5,7,3,58,15.87,36.93
"821",5,7,4,45,26.1,39.8
"822",5,7,5,50,25.25,37.58
"823",5,7,6,123,66.49,36.33
"824",5,7,7,313,16.09,34.35
"825",5,7,8,665,40.8,35.01
"826",5,7,9,1114,20.82,35.44
"827",5,7,10,1604,24.48,35.35
"828",5,7,11,2121,40.07,36.21
"829",5,7,12,2626,36.8,36.39
"830",5,7,13,2642,70.36,35.98
"831",5,7,14,2720,33.62,36.62
"832",5,7,15,2872,32.16,36.4
"833",5,7,16,2636,48.32,36.92
"834",5,7,17,2499,59.11,36.96
"835",5,7,18,2253,37.81,35.59
"836",5,7,19,1744,29.55,35.1
"837",5,7,20,1067,18.91,34.1
"838",5,7,21,894,34.99,34.82
"839",5,7,22,784,27.11,34.18
"840",5,7,23,582,24.85,33.76
"841",6,1,0,708,109.77,33.78
"842",6,1,1,670,80.15,35.02
"843",6,1,2,408,123.8,35.97
"844",6,1,3,104,548.08,37.19
"845",6,1,4,47,16.06,35.6
"846",6,1,5,108,22.03,37.88
"847",6,1,6,212,22.36,36.1
"848",6,1,7,443,88.39,36.85
"849",6,1,8,872,20.88,35.32
"850",6,1,9,1592,26.25,35.52
"851",6,1,10,2087,22.7,35.57
"852",6,1,11,2380,29.55,35.63
"853",6,1,12,2934,30.76,35.58
"854",6,1,13,3144,30.78,35.58
"855",6,1,14,3077,39.42,35.09
"856",6,1,15,2539,56.24,35.99
"857",6,1,16,2864,34.26,35.3
"858",6,1,17,2915,29.39,34.48
"859",6,1,18,2819,46.25,34.65
"860",6,1,19,2095,31.2,33.6
"861",6,1,20,1602,25.16,33.29
"862",6,1,21,1151,37.92,33.33
"863",6,1,22,726,16.22,32.44
"864",6,1,23,514,27.05,33.14
"865",6,2,0,167,20.61,31.17
"866",6,2,1,103,30.24,35.05
"867",6,2,2,53,13.4,36.09
"868",6,2,3,22,115.01,34.86
"869",6,2,4,56,32.98,34.39
"870",6,2,5,250,12.82,33.79
"871",6,2,6,946,16.46,36.92
"872",6,2,7,2668,15.75,36.22
"873",6,2,8,4382,14.7,34.68
"874",6,2,9,2244,17.93,34.62
"875",6,2,10,1314,48.05,36.01
"876",6,2,11,1495,29.57,37.13
"877",6,2,12,1702,31.05,36.38
"878",6,2,13,1550,21.18,36.49
"879",6,2,14,1622,46.75,37.87
"880",6,2,15,2020,21.38,37.14
"881",6,2,16,3667,18.44,36.86
"882",6,2,17,5586,34.72,34.54
"883",6,2,18,4076,29.01,33.43
"884",6,2,19,2716,19.71,32.7
"885",6,2,20,1878,33.81,32.39
"886",6,2,21,1169,19.72,32.18
"887",6,2,22,763,18.78,32.99
"888",6,2,23,398,62.11,33.21
"889",6,3,0,149,67.11,33.04
"890",6,3,1,65,18.25,35.18
"891",6,3,2,51,255.22,43
"892",6,3,3,29,49.78,37.69
"893",6,3,4,42,23.29,38.02
"894",6,3,5,283,14.15,33.03
"895",6,3,6,907,15.28,36.43
"896",6,3,7,2389,30.09,36.08
"897",6,3,8,3988,15.76,34.05
"898",6,3,9,2112,31,34.08
"899",6,3,10,1051,20.2,35.77
"900",6,3,11,1135,19.43,35.95
"901",6,3,12,1280,30.91,35.61
"902",6,3,13,1174,26.25,36.35
"903",6,3,14,931,19.13,36.33
"904",6,3,15,1351,18.67,36.43
"905",6,3,16,2913,18.95,36.44
"906",6,3,17,4669,20.31,34.83
"907",6,3,18,3714,22.38,33.5
"908",6,3,19,2452,25.74,32.7
"909",6,3,20,1553,32.09,32.26
"910",6,3,21,1063,29.2,32.17
"911",6,3,22,732,21.34,32.19
"912",6,3,23,440,40.48,33.48
"913",6,4,0,171,66.27,31.77
"914",6,4,1,83,16,32.86
"915",6,4,2,42,14.72,36.19
"916",6,4,3,19,291.53,46.21
"917",6,4,4,50,12.51,32.24
"918",6,4,5,341,13.36,32.93
"919",6,4,6,1114,13.37,36.62
"920",6,4,7,2849,16.2,36.02
"921",6,4,8,4854,16.69,33.99
"922",6,4,9,2423,15.39,34.41
"923",6,4,10,1336,18.83,35.85
"924",6,4,11,1441,25.5,36.15
"925",6,4,12,1658,23.45,36.32
"926",6,4,13,1705,48.89,36.23
"927",6,4,14,1647,29.39,36.84
"928",6,4,15,2214,31.79,36.96
"929",6,4,16,3885,20.99,36.68
"930",6,4,17,6084,20.15,34.78
"931",6,4,18,4472,31.41,34.13
"932",6,4,19,3323,28.75,33.45
"933",6,4,20,2100,22.73,33.08
"934",6,4,21,1320,23.23,32.1
"935",6,4,22,1066,21.31,32.04
"936",6,4,23,583,33.98,33.44
"937",6,5,0,221,39.15,33.34
"938",6,5,1,109,16.61,35.49
"939",6,5,2,40,36.64,40.5
"940",6,5,3,25,15.73,38.84
"941",6,5,4,58,109.25,34.07
"942",6,5,5,285,14.07,32.28
"943",6,5,6,818,16.56,36.54
"944",6,5,7,2010,13.74,35.71
"945",6,5,8,3738,13.52,33.47
"946",6,5,9,2004,13.97,33.32
"947",6,5,10,939,17.08,35.21
"948",6,5,11,888,26.84,35.69
"949",6,5,12,1079,15.86,35.37
"950",6,5,13,1081,24.79,35.9
"951",6,5,14,1047,80.77,35.64
"952",6,5,15,1546,18.14,36.05
"953",6,5,16,2750,15.78,36.42
"954",6,5,17,4380,27.7,34.69
"955",6,5,18,3418,25.38,33.73
"956",6,5,19,2440,20.16,32.77
"957",6,5,20,1737,17.1,32.33
"958",6,5,21,1266,27.09,31.93
"959",6,5,22,828,30.98,32.85
"960",6,5,23,596,102.78,33.06
"961",6,6,0,304,57.22,34.43
"962",6,6,1,171,138.26,34.4
"963",6,6,2,90,33.32,37.29
"964",6,6,3,39,672.11,37.33
"965",6,6,4,41,12.61,35.88
"966",6,6,5,231,13.31,32.45
"967",6,6,6,771,26.7,36.35
"968",6,6,7,2216,19.88,35.58
"969",6,6,8,4113,13.81,33.77
"970",6,6,9,2351,15.15,33.51
"971",6,6,10,1471,37.18,36.05
"972",6,6,11,1513,23.23,36
"973",6,6,12,2037,23.13,36.8
"974",6,6,13,2079,25.6,36.41
"975",6,6,14,2025,34.22,36.43
"976",6,6,15,2435,20.88,36.58
"977",6,6,16,3625,19.72,35.99
"978",6,6,17,4477,39.98,34.83
"979",6,6,18,3388,34.85,33.55
"980",6,6,19,2608,33.33,33.26
"981",6,6,20,1885,21.64,33.03
"982",6,6,21,1369,18.21,32.81
"983",6,6,22,1123,64.56,33.46
"984",6,6,23,847,64.47,33.46
"985",6,7,0,647,48.36,33.32
"986",6,7,1,539,109.98,33.03
"987",6,7,2,342,177.08,34.73
"988",6,7,3,125,32.74,37.11
"989",6,7,4,60,673.81,38.98
"990",6,7,5,112,16.29,35.32
"991",6,7,6,204,18.17,34.05
"992",6,7,7,478,17.26,34.9
"993",6,7,8,1046,29.87,35.23
"994",6,7,9,1747,40.56,35.19
"995",6,7,10,2414,25.67,35.78
"996",6,7,11,3213,35.81,36.11
"997",6,7,12,3596,26.99,35.11
"998",6,7,13,3661,29.09,35.86
"999",6,7,14,3801,39.48,35.75
"1000",6,7,15,3388,33.87,36.13
"1001",6,7,16,2977,55.14,35.7
"1002",6,7,17,3381,50.75,35.57
"1003",6,7,18,3140,53.52,34.88
"1004",6,7,19,2832,24.25,34.77
"1005",6,7,20,2034,29.92,34.17
"1006",6,7,21,1501,35.58,34.12
"1007",6,7,22,1239,78.94,34.12
"1008",6,7,23,922,21.79,33.05
"1009",7,1,0,611,33.75,33.85
"1010",7,1,1,608,37.42,33.67
"1011",7,1,2,366,90.44,36.1
"1012",7,1,3,87,162.34,36.07
"1013",7,1,4,61,158.49,33.75
"1014",7,1,5,103,35.25,35.13
"1015",7,1,6,185,28.48,36.85
"1016",7,1,7,391,21.24,35.23
"1017",7,1,8,834,24.53,34.95
"1018",7,1,9,1422,21.56,35.53
"1019",7,1,10,1930,24.51,35.13
"1020",7,1,11,2276,32.98,36.08
"1021",7,1,12,2462,28.11,35.08
"1022",7,1,13,2747,33.78,35.59
"1023",7,1,14,2781,41.8,35.48
"1024",7,1,15,2780,39.23,35.4
"1025",7,1,16,2608,32.35,35.02
"1026",7,1,17,2685,27.41,34.05
"1027",7,1,18,2690,27.98,34.07
"1028",7,1,19,2371,39.71,33.7
"1029",7,1,20,2088,21.72,33.53
"1030",7,1,21,1326,24.07,32.8
"1031",7,1,22,1003,36.21,33.02
"1032",7,1,23,625,62.17,31.78
"1033",7,2,0,332,55.16,33.89
"1034",7,2,1,202,40.4,33.79
"1035",7,2,2,119,51.08,34.18
"1036",7,2,3,38,608.86,34.61
"1037",7,2,4,81,181.11,36.67
"1038",7,2,5,439,29.3,33.22
"1039",7,2,6,1376,13.63,36.19
"1040",7,2,7,3630,13.61,34.97
"1041",7,2,8,5954,14.9,33.33
"1042",7,2,9,3097,14.91,33.5
"1043",7,2,10,1798,20.82,36.15
"1044",7,2,11,1877,20.64,35.89
"1045",7,2,12,2350,18.89,36.23
"1046",7,2,13,1928,20.58,35.69
"1047",7,2,14,2048,24.92,36.95
"1048",7,2,15,2612,23.92,36.33
"1049",7,2,16,4769,23.81,35.91
"1050",7,2,17,7490,22.26,33.68
"1051",7,2,18,5408,22.19,32.61
"1052",7,2,19,3545,34.72,32.01
"1053",7,2,20,2476,21.23,32.25
"1054",7,2,21,1486,20.92,31.81
"1055",7,2,22,886,38.81,31.96
"1056",7,2,23,504,33.21,31.33
"1057",7,3,0,237,28.61,31.34
"1058",7,3,1,105,28.63,33.56
"1059",7,3,2,89,131.76,35.16
"1060",7,3,3,41,60.88,35.76
"1061",7,3,4,62,14.61,31.87
"1062",7,3,5,421,122.91,32.21
"1063",7,3,6,1290,13.1,35.56
"1064",7,3,7,3312,14.03,35.15
"1065",7,3,8,5503,14.93,33.15
"1066",7,3,9,2743,22.27,33.32
"1067",7,3,10,1505,31.74,35.13
"1068",7,3,11,1620,28.79,35.43
"1069",7,3,12,2072,40.93,34.94
"1070",7,3,13,1991,19.4,36.03
"1071",7,3,14,2030,24.94,36.19
"1072",7,3,15,2671,18.1,36.32
"1073",7,3,16,4768,16.9,35.76
"1074",7,3,17,7752,25.34,33.94
"1075",7,3,18,5561,21.8,32.9
"1076",7,3,19,4074,22.58,32.23
"1077",7,3,20,2837,17.32,32.02
"1078",7,3,21,1996,25.78,31.63
"1079",7,3,22,1416,24.91,32.35
"1080",7,3,23,817,21.58,31.26
"1081",7,4,0,345,25.86,32.07
"1082",7,4,1,175,22.2,33.03
"1083",7,4,2,116,317.64,35.98
"1084",7,4,3,33,695.51,38.15
"1085",7,4,4,88,33.83,31.97
"1086",7,4,5,501,19.97,32.08
"1087",7,4,6,1448,15.29,36.31
"1088",7,4,7,3768,14.43,34.89
"1089",7,4,8,6214,13.96,33.09
"1090",7,4,9,3297,17.44,33.31
"1091",7,4,10,1857,17.79,34.89
"1092",7,4,11,1887,33.28,35.45
"1093",7,4,12,2294,21.26,35.13
"1094",7,4,13,2252,21.21,35.38
"1095",7,4,14,2266,22.34,36.3
"1096",7,4,15,2650,20.27,36.02
"1097",7,4,16,4011,16.59,35.78
"1098",7,4,17,5933,22.72,33.65
"1099",7,4,18,4688,19.01,32.99
"1100",7,4,19,3530,23.79,32.34
"1101",7,4,20,2600,20.52,31.95
"1102",7,4,21,1766,18.16,31.86
"1103",7,4,22,1340,30.15,32.81
"1104",7,4,23,700,21.29,32.27
"1105",7,5,0,331,21.26,31.77
"1106",7,5,1,166,28.73,31.16
"1107",7,5,2,102,26.53,33.78
"1108",7,5,3,47,242.41,32.81
"1109",7,5,4,57,65.22,34.26
"1110",7,5,5,312,14.56,32.46
"1111",7,5,6,922,29.26,36.18
"1112",7,5,7,2220,14.43,34.77
"1113",7,5,8,3363,15.16,33.39
"1114",7,5,9,2167,20.49,33.64
"1115",7,5,10,1509,22.48,35.19
"1116",7,5,11,1694,30.91,35.01
"1117",7,5,12,2073,52.92,35
"1118",7,5,13,2107,29.01,35.11
"1119",7,5,14,2161,26.32,35.8
"1120",7,5,15,2412,27.23,36.08
"1121",7,5,16,3928,27.8,35.93
"1122",7,5,17,5470,23.57,34.11
"1123",7,5,18,4191,33.59,33.04
"1124",7,5,19,3345,27.8,32.68
"1125",7,5,20,2505,23.92,32.3
"1126",7,5,21,1914,55.39,32.27
"1127",7,5,22,1409,39.98,32.81
"1128",7,5,23,1456,106.41,32.47
"1129",7,6,0,443,34.98,31.9
"1130",7,6,1,209,26.16,33.22
"1131",7,6,2,102,32.13,34.66
"1132",7,6,3,47,27.02,30.13
"1133",7,6,4,58,26.1,33.81
"1134",7,6,5,233,15.02,31.46
"1135",7,6,6,665,12.1,34.98
"1136",7,6,7,1842,18.04,35.16
"1137",7,6,8,3642,14.46,32.92
"1138",7,6,9,2058,15.55,33.11
"1139",7,6,10,1507,27.28,35.6
"1140",7,6,11,1702,42.95,35.98
"1141",7,6,12,2135,26.03,35.21
"1142",7,6,13,2033,21.72,36.06
"1143",7,6,14,2217,49.05,35.51
"1144",7,6,15,2621,19.76,35.4
"1145",7,6,16,3335,19.98,35.03
"1146",7,6,17,4195,18.58,33.73
"1147",7,6,18,3244,22.67,33
"1148",7,6,19,2648,35.92,32.55
"1149",7,6,20,2219,24.7,32.72
"1150",7,6,21,1368,40.62,32.61
"1151",7,6,22,1294,40.5,32.96
"1152",7,6,23,831,25.16,32.51
"1153",7,7,0,599,97.8,32.5
"1154",7,7,1,425,61.07,33.75
"1155",7,7,2,322,59.25,35.2
"1156",7,7,3,99,131.48,34.25
"1157",7,7,4,52,23.19,34.96
"1158",7,7,5,128,18.05,34.47
"1159",7,7,6,225,23.11,33.93
"1160",7,7,7,475,19.44,34.21
"1161",7,7,8,976,43,34.35
"1162",7,7,9,1508,24.67,34.43
"1163",7,7,10,1962,29.09,34.77
"1164",7,7,11,2336,27.3,34.87
"1165",7,7,12,2641,32.61,35.37
"1166",7,7,13,2473,31.55,34.93
"1167",7,7,14,2512,29.14,35.48
"1168",7,7,15,2482,31.93,35.27
"1169",7,7,16,2466,33.36,35.27
"1170",7,7,17,1937,41.87,34.54
"1171",7,7,18,1914,24.03,34.02
"1172",7,7,19,1860,38.9,33.72
"1173",7,7,20,1596,25.86,33.38
"1174",7,7,21,1331,19.81,33.53
"1175",7,7,22,1091,22.94,32.92
"1176",7,7,23,855,34.75,33.83
"1177",8,1,0,692,23.28,33.53
"1178",8,1,1,522,45.18,34.54
"1179",8,1,2,392,53.64,35.71
"1180",8,1,3,92,369.75,34.84
"1181",8,1,4,52,297.16,34.96
"1182",8,1,5,82,16.91,35.51
"1183",8,1,6,188,21.33,36.05
"1184",8,1,7,387,17.99,34.41
"1185",8,1,8,920,22.11,34.69
"1186",8,1,9,1464,24.92,35.18
"1187",8,1,10,2011,33.11,35.14
"1188",8,1,11,2460,27.57,35.15
"1189",8,1,12,2768,42.91,35.18
"1190",8,1,13,3031,29.14,35.1
"1191",8,1,14,3013,31.36,35.33
"1192",8,1,15,3111,35.53,35.3
"1193",8,1,16,3083,47.14,34.96
"1194",8,1,17,3030,24.99,34.42
"1195",8,1,18,2932,33.15,34.02
"1196",8,1,19,2399,51.58,33.42
"1197",8,1,20,1633,31.31,32.51
"1198",8,1,21,1178,21.92,32.79
"1199",8,1,22,762,22.33,32.65
"1200",8,1,23,472,15.4,31.14
"1201",8,2,0,232,19.88,32.8
"1202",8,2,1,117,23.23,35.16
"1203",8,2,2,61,19.33,35.87
"1204",8,2,3,33,22.34,39.58
"1205",8,2,4,76,24.32,32.07
"1206",8,2,5,342,13.99,32.66
"1207",8,2,6,1102,12.56,36.61
"1208",8,2,7,2916,17.48,35.05
"1209",8,2,8,4633,13.56,33.81
"1210",8,2,9,2470,21.66,34.19
"1211",8,2,10,1493,32.2,36.01
"1212",8,2,11,1562,27.42,36.39
"1213",8,2,12,1894,23.79,35.89
"1214",8,2,13,1859,45.71,36.28
"1215",8,2,14,1716,38.61,36.33
"1216",8,2,15,2308,24.68,36.61
"1217",8,2,16,3696,21.05,35.97
"1218",8,2,17,5727,19.03,34.17
"1219",8,2,18,4381,17.71,32.65
"1220",8,2,19,3214,20.74,32.47
"1221",8,2,20,2041,36.45,31.9
"1222",8,2,21,1402,17.21,31.82
"1223",8,2,22,894,22.97,31.49
"1224",8,2,23,403,90.91,30.87
"1225",8,3,0,206,27.99,32.23
"1226",8,3,1,83,20.17,34.92
"1227",8,3,2,66,230.97,40.97
"1228",8,3,3,41,36.46,37.02
"1229",8,3,4,77,320.44,32.61
"1230",8,3,5,393,15.52,32.07
"1231",8,3,6,1261,13.31,35.36
"1232",8,3,7,3241,13.45,35.35
"1233",8,3,8,5062,14.08,33.63
"1234",8,3,9,2534,16.14,34.03
"1235",8,3,10,1504,18.47,35.66
"1236",8,3,11,1590,33.47,36.35
"1237",8,3,12,1827,49.83,35.53
"1238",8,3,13,1697,44.41,35.65
"1239",8,3,14,1817,20.41,35.88
"1240",8,3,15,2199,23.93,36.36
"1241",8,3,16,4075,18.7,36.28
"1242",8,3,17,6077,20.57,34.07
"1243",8,3,18,4869,24.9,33.14
"1244",8,3,19,3425,20.97,32.04
"1245",8,3,20,2178,25.56,32.3
"1246",8,3,21,1526,17.86,31.66
"1247",8,3,22,999,28.6,32.78
"1248",8,3,23,489,20.93,31.35
"1249",8,4,0,226,23.99,30.11
"1250",8,4,1,137,18.28,34.28
"1251",8,4,2,63,34.57,42.1
"1252",8,4,3,36,23.54,39.08
"1253",8,4,4,75,15.73,32.93
"1254",8,4,5,384,13.64,32.32
"1255",8,4,6,1243,13.04,35.69
"1256",8,4,7,3304,13.11,35.43
"1257",8,4,8,5185,17.91,33.53
"1258",8,4,9,2595,18.88,34.14
"1259",8,4,10,1555,18.19,35.6
"1260",8,4,11,1616,18.04,35.46
"1261",8,4,12,1923,31.32,35.74
"1262",8,4,13,1677,17.27,35.38
"1263",8,4,14,1558,27.73,36.18
"1264",8,4,15,2004,16.52,36.25
"1265",8,4,16,2683,15.7,35.95
"1266",8,4,17,4172,35.74,33.97
"1267",8,4,18,3620,18.43,33.21
"1268",8,4,19,2450,29.9,32.14
"1269",8,4,20,1549,18.87,32.39
"1270",8,4,21,1230,19.25,31.44
"1271",8,4,22,739,16.45,32.65
"1272",8,4,23,370,17,31.56
"1273",8,5,0,209,20.84,32.13
"1274",8,5,1,100,106.99,36
"1275",8,5,2,66,17.17,37.14
"1276",8,5,3,39,15.83,32.54
"1277",8,5,4,104,12.63,31.57
"1278",8,5,5,406,12.78,31.75
"1279",8,5,6,1387,12.69,36.15
"1280",8,5,7,3724,12.95,35.18
"1281",8,5,8,6307,13.71,33.58
"1282",8,5,9,3401,16.73,33.97
"1283",8,5,10,1941,18.2,34.76
"1284",8,5,11,2111,26.44,35.47
"1285",8,5,12,2542,22.85,34.84
"1286",8,5,13,2313,19.93,35.44
"1287",8,5,14,2390,54.34,35.99
"1288",8,5,15,2890,30.89,36.39
"1289",8,5,16,5073,21.7,35.96
"1290",8,5,17,7606,25.84,34.32
"1291",8,5,18,5938,21.55,33.43
"1292",8,5,19,4251,29.34,32.66
"1293",8,5,20,3005,19.89,32.17
"1294",8,5,21,2241,22.58,32.85
"1295",8,5,22,1508,20.58,33.04
"1296",8,5,23,907,93.67,32.07
"1297",8,6,0,456,70,31.72
"1298",8,6,1,243,136.49,32.64
"1299",8,6,2,175,247.31,36.69
"1300",8,6,3,52,23.4,36.19
"1301",8,6,4,85,455.94,32.02
"1302",8,6,5,389,13.36,33.06
"1303",8,6,6,1104,13.25,35.75
"1304",8,6,7,2958,13.95,34.86
"1305",8,6,8,5422,14.94,33.33
"1306",8,6,9,3283,22.73,33.71
"1307",8,6,10,2166,23.13,35.09
"1308",8,6,11,2293,48.25,35.78
"1309",8,6,12,2954,22.8,35.19
"1310",8,6,13,3136,35.55,35.63
"1311",8,6,14,3173,20.06,35.68
"1312",8,6,15,4019,44.39,35.92
"1313",8,6,16,5235,22.22,35.06
"1314",8,6,17,6007,20.4,34.06
"1315",8,6,18,4733,27.57,33.54
"1316",8,6,19,3528,38.79,33.22
"1317",8,6,20,2513,25.11,32.77
"1318",8,6,21,1892,29.47,33
"1319",8,6,22,1562,69.91,33.12
"1320",8,6,23,1119,96.86,33.31
"1321",8,7,0,811,71.33,32.27
"1322",8,7,1,672,54.11,33.79
"1323",8,7,2,442,87.54,33.43
"1324",8,7,3,133,86.61,34.87
"1325",8,7,4,66,243.05,32.67
"1326",8,7,5,130,19.52,34.55
"1327",8,7,6,296,21.86,33.07
"1328",8,7,7,699,19.85,33.62
"1329",8,7,8,1327,19.42,34.62
"1330",8,7,9,2088,25,34.09
"1331",8,7,10,2717,27.45,34.59
"1332",8,7,11,3270,26.37,34.57
"1333",8,7,12,3676,45.83,34.99
"1334",8,7,13,3788,49.15,35.44
"1335",8,7,14,4014,28.99,35.99
"1336",8,7,15,3841,36.54,35.65
"1337",8,7,16,3985,57.25,35.06
"1338",8,7,17,3889,57.65,34.66
"1339",8,7,18,3662,32.29,33.74
"1340",8,7,19,3202,26.49,33.6
"1341",8,7,20,2341,21.99,32.84
"1342",8,7,21,1876,26.99,33.53
"1343",8,7,22,1533,95.13,33.48
"1344",8,7,23,1153,40.11,32.15
"1345",9,1,0,846,44.6,32.14
"1346",9,1,1,838,25.11,33.44
"1347",9,1,2,487,135.65,33.2
"1348",9,1,3,135,118.01,35.3
"1349",9,1,4,54,279.9,34.39
"1350",9,1,5,104,237.21,32.88
"1351",9,1,6,206,17.18,34.13
"1352",9,1,7,486,19.9,35.15
"1353",9,1,8,1285,18.93,34.24
"1354",9,1,9,2156,21.7,33.71
"1355",9,1,10,3075,22.66,33.94
"1356",9,1,11,3801,25.46,34.7
"1357",9,1,12,4482,36.39,34.74
"1358",9,1,13,4516,39.98,34.69
"1359",9,1,14,4473,31.6,34.96
"1360",9,1,15,4362,31.09,34.91
"1361",9,1,16,4714,35.4,34.59
"1362",9,1,17,4581,28.23,33.32
"1363",9,1,18,4317,42.9,32.87
"1364",9,1,19,2980,17.84,31.75
"1365",9,1,20,2055,19.57,31.2
"1366",9,1,21,1520,22.57,31.05
"1367",9,1,22,1197,25.24,32.01
"1368",9,1,23,775,17.95,33
"1369",9,2,0,414,22.14,31.08
"1370",9,2,1,228,121.45,34.4
"1371",9,2,2,123,120.03,34.67
"1372",9,2,3,39,19.27,37.03
"1373",9,2,4,64,15.98,33.39
"1374",9,2,5,393,44.87,33.5
"1375",9,2,6,1267,12.56,36.34
"1376",9,2,7,3779,16.19,34.72
"1377",9,2,8,5821,13.71,33.73
"1378",9,2,9,3256,15.24,33.69
"1379",9,2,10,2319,18.46,34.24
"1380",9,2,11,2528,26,34.25
"1381",9,2,12,2842,25.8,34.06
"1382",9,2,13,2893,28.43,34.92
"1383",9,2,14,2981,18.6,34.57
"1384",9,2,15,3336,32.41,34.91
"1385",9,2,16,4970,23.23,34.97
"1386",9,2,17,7070,19.81,33.84
"1387",9,2,18,5294,35.29,32.48
"1388",9,2,19,3192,14.71,30.83
"1389",9,2,20,2237,16.03,30.9
"1390",9,2,21,1578,28.97,31.15
"1391",9,2,22,1010,57.28,30.86
"1392",9,2,23,531,15.26,31.05
"1393",9,3,0,179,15.48,29.59
"1394",9,3,1,123,28.92,35.46
"1395",9,3,2,65,22.8,36.85
"1396",9,3,3,27,277.94,38.07
"1397",9,3,4,75,29.76,32.24
"1398",9,3,5,388,12.38,32.5
"1399",9,3,6,1392,12.68,35.75
"1400",9,3,7,3668,16.11,34.98
"1401",9,3,8,5771,13.62,33.74
"1402",9,3,9,2957,17.5,33.75
"1403",9,3,10,1851,22.29,34.25
"1404",9,3,11,1898,17.71,34.62
"1405",9,3,12,2235,15.37,34.23
"1406",9,3,13,2188,18.34,34.54
"1407",9,3,14,2263,17.77,34.5
"1408",9,3,15,2746,16.27,34.46
"1409",9,3,16,4620,28.02,35.55
"1410",9,3,17,7038,19.97,33.88
"1411",9,3,18,5256,15.56,32.66
"1412",9,3,19,3232,15.98,31.19
"1413",9,3,20,2028,26.08,31.14
"1414",9,3,21,1602,14.46,31.53
"1415",9,3,22,1108,18.35,30.65
"1416",9,3,23,601,20.06,31.62
"1417",9,4,0,244,13.37,30.31
"1418",9,4,1,137,23.89,35.81
