month,dow,hour,num_trips,trip_dur,age
11,1,18,1030,15.57,29.32
11,1,19,902,14.25,29.91
11,1,20,747,13.72,28.64
11,1,21,562,22.58,28.57
11,1,22,429,16.73,29.52
11,1,23,327,12.53,29.82
11,2,0,192,15.83,30.59
11,2,1,104,18.08,32.11
11,2,2,66,52.18,34.55
11,2,3,30,16.41,36.87
11,2,4,36,347.25,36.22
11,2,5,164,61.56,34.46
11,2,6,618,18.35,34.94
11,2,7,1800,46.07,34.87
11,2,8,3825,19.55,33.96
11,2,9,2437,15.21,33.2
11,2,10,1369,17.9,32.59
11,2,11,1265,41.38,33.26
11,2,12,1367,22.38,33.37
11,2,13,1255,26.16,34.35
11,2,14,1286,17.82,33.21
11,2,15,1359,20.13,33.93
11,2,16,2237,14.29,34.69
11,2,17,3200,13.29,34.01
11,2,18,2764,12.97,32.16
11,2,19,1816,34.79,30.24
11,2,20,1185,15.93,30.17
11,2,21,945,13.27,30.06
11,2,22,678,21.85,30.13
11,2,23,350,14.62,30.77
11,3,0,178,15.14,29.74
11,3,1,67,16.58,29.91
11,3,2,43,312.53,36.65
11,3,3,25,13.47,33.96
11,3,4,40,19.6,35.92
11,3,5,204,9.96,32.66
11,3,6,656,10,34.48
11,3,7,1822,12.06,34.97
11,3,8,4089,29.83,33.9
11,3,9,2617,30.65,33.04
11,3,10,1216,16.27,32.64
11,3,11,959,13.66,32.73
11,3,12,1026,12.37,33.3
11,3,13,932,66.4,33.92
11,3,14,916,20.41,34.22
11,3,15,1147,14.51,34.11
11,3,16,1987,13.51,35.04
11,3,17,3467,13.73,34.02
11,3,18,2772,13.01,32.28
11,3,19,1929,12.49,31.24
11,3,20,1226,13.06,30.56
11,3,21,965,48.61,30.8
11,3,22,615,28.55,30.07
11,3,23,360,15.49,30.61
11,4,0,167,21.38,32.56
11,4,1,107,15.5,32.07
11,4,2,57,42.72,36.16
11,4,3,32,18.4,38.06
11,4,4,24,10.74,34.75
11,4,5,181,9.36,33.75
11,4,6,684,14.01,35.17
11,4,7,1694,13.71,35.27
11,4,8,3729,18.4,33.93
11,4,9,2329,15.08,33.37
11,4,10,1144,15.88,32.38
11,4,11,1045,14.71,33.98
11,4,12,1185,18.29,32.63
11,4,13,1223,19.28,33.86
11,4,14,1141,14.86,33.5
11,4,15,1411,13.49,34.48
11,4,16,2032,13.64,35.36
11,4,17,2663,17.34,34.5
11,4,18,2086,13.98,31.72
11,4,19,1400,12.24,30.92
11,4,20,976,11.53,30.74
11,4,21,809,26.55,30.62
11,4,22,545,12.47,30.91
11,4,23,342,50.2,29.64
11,5,0,179,23.01,32.08
11,5,1,140,15.33,31.66
11,5,2,76,20.59,32.13
11,5,3,21,19.34,36.67
11,5,4,26,20.86,38.35
11,5,5,159,9.13,33.5
11,5,6,472,10.3,34.82
11,5,7,1500,14.44,35.51
11,5,8,3202,13.29,34.19
11,5,9,2147,13.68,33.13
11,5,10,1099,13.51,33.13
11,5,11,1054,12.15,33.6
11,5,12,1159,19.66,33.22
11,5,13,1203,33.55,33.5
11,5,14,1178,16.14,33.16
11,5,15,1442,17.63,34.49
11,5,16,1782,13.52,35.36
11,5,17,2270,12.85,33.89
11,5,18,1782,28.24,31.64
11,5,19,1231,12.53,30.83
11,5,20,820,12.92,30.54
11,5,21,728,13.39,30.41
11,5,22,548,17.78,30.24
11,5,23,307,13.23,28.99
11,6,0,327,12.8,31.57
11,6,1,177,20.64,31.59
11,6,2,143,19.45,30.49
11,6,3,51,35.96,35.25
11,6,4,33,18.06,38.97
11,6,5,161,9.96,31.76
11,6,6,562,10.8,34.05
11,6,7,1828,12.88,34.53
11,6,8,4077,13.14,33.8
11,6,9,2921,13.18,32.97
11,6,10,1646,14.21,32.84
11,6,11,1590,16.09,33.21
11,6,12,1855,42.87,32.84
11,6,13,1852,20.58,33.31
11,6,14,1604,14.12,33.5
11,6,15,1837,20.58,33.97
11,6,16,2892,29.06,34.33
11,6,17,3800,22,33.72
11,6,18,2689,13.93,31.7
11,6,19,1786,14.07,30.52
11,6,20,1121,14.05,30.21
11,6,21,950,14.72,30.71
11,6,22,773,30.66,31.45
11,6,23,506,14.04,30.58
11,7,0,446,27.49,30.58
11,7,1,327,18.44,31.05
11,7,2,269,17.22,30.29
11,7,3,98,24.94,32.53
11,7,4,54,25.77,32.15
11,7,5,63,27.53,30.19
11,7,6,135,12.96,32.71
11,7,7,290,13.85,32.54
11,7,8,594,13.47,33.15
11,7,9,1027,13.5,31.78
11,7,10,1487,27.64,32.8
11,7,11,1881,16.26,32.18
11,7,12,2133,21.88,32.4
11,7,13,2302,32.05,32
11,7,14,2369,20.92,32.6
11,7,15,2399,21.74,32.89
11,7,16,2237,25.13,32.88
11,7,17,1845,19.54,31.89
11,7,18,1601,15.76,30.88
11,7,19,1292,14.72,29.96
11,7,20,930,13.01,29.02
11,7,21,840,13.41,29.82
11,7,22,766,14.81,30.27
11,7,23,598,13.7,30.84
12,1,0,224,15.36,32.86
12,1,1,175,21.77,32.19
12,1,2,130,45.3,32.6
12,1,3,43,17.36,35.7
12,1,4,28,15.35,27.29
12,1,5,34,20.66,33.91
12,1,6,71,15.62,36.42
12,1,7,110,16.94,32.8
12,1,8,271,12.57,32.54
12,1,9,536,10.92,32.65
12,1,10,731,24.16,33.71
12,1,11,989,15.3,32.1
12,1,12,1039,16.31,32.06
12,1,13,1123,53.27,32.54
12,1,14,1015,15.42,32.55
12,1,15,1098,16.92,33.64
12,1,16,930,27.38,32.02
12,1,17,735,14.39,31.57
12,1,18,616,13.37,30.49
12,1,19,467,12.91,30.86
12,1,20,404,21.73,31.26
12,1,21,282,96.33,31.21
12,1,22,223,12.07,31.3
12,1,23,131,410.81,31.57
12,2,0,85,14.38,29.8
12,2,1,66,50.12,35.8
12,2,2,27,22.93,34.44
12,2,3,25,21.46,37.84
12,2,4,29,15.54,33.21
12,2,5,119,10.19,32.76
12,2,6,300,10.24,36.36
12,2,7,701,12.4,35.37
12,2,8,1592,42.81,35.2
12,2,9,1009,12.01,33.93
12,2,10,535,21.05,34.55
12,2,11,479,18,33.87
12,2,12,590,11.66,34.02
12,2,13,604,25.09,33.21
12,2,14,598,76.41,34.04
12,2,15,771,33.38,34.14
12,2,16,1179,12.8,36.52
12,2,17,1730,13.06,35.19
12,2,18,1250,14.17,33.33
12,2,19,838,12.35,31.56
12,2,20,513,11.58,30.19
12,2,21,432,80.97,31.07
12,2,22,278,12.33,30.12
12,2,23,181,13.07,33.57
12,3,0,101,17.65,34.11
12,3,1,40,21.78,33.55
12,3,2,34,22.87,30.03
12,3,3,25,11.44,37.28
12,3,4,34,17.16,36.56
12,3,5,98,44.88,32.85
12,3,6,272,11.77,36.43
12,3,7,700,98.93,35.21
12,3,8,1462,20.31,34.52
12,3,9,1160,14.75,33.66
12,3,10,645,35.19,34.92
12,3,11,573,41.96,34.36
12,3,12,732,18.23,34.26
12,3,13,647,37.41,34.93
12,3,14,570,15.91,34.61
12,3,15,625,14.46,34.49
12,3,16,847,13.51,35.19
12,3,17,1223,22.52,33.97
12,3,18,990,13.21,32.59
12,3,19,789,51.85,31.13
12,3,20,553,58.89,31.83
12,3,21,384,12.14,31.48
12,3,22,272,19.52,31.25
12,3,23,145,14.51,34.46
12,4,0,71,20.7,35.87
12,4,1,36,13.83,33.61
12,4,2,28,13.91,33
12,4,3,10,14.91,36.9
12,4,4,20,16.86,33.6
12,4,5,77,78.85,32.96
12,4,6,215,14.54,34.1
12,4,7,496,22.17,34.69
12,4,8,1248,12.44,34.55
12,4,9,1016,28.76,34.36
12,4,10,503,12.16,34.45
12,4,11,470,16.08,33.61
12,4,12,540,29.11,32.49
12,4,13,585,20.86,33.25
12,4,14,598,133.69,33.68
12,4,15,722,16.81,34.75
12,4,16,1083,14.54,36.44
12,4,17,1730,14.83,35.16
12,4,18,1325,19.69,32.76
12,4,19,946,42.04,31.32
12,4,20,620,12.66,31.07
12,4,21,459,12.06,31.78
12,4,22,333,15.08,29.69
12,4,23,156,12.95,31.74
12,5,0,92,15.86,31.27
12,5,1,65,17.75,32.54
12,5,2,34,19.25,33.71
12,5,3,15,28.26,38.07
12,5,4,16,38.49,37.88
12,5,5,89,9.98,32.76
12,5,6,277,14.56,35.63
12,5,7,769,10.6,35.31
12,5,8,1823,12.65,34.6
12,5,9,1361,12.97,34.42
12,5,10,721,12.23,33.61
12,5,11,647,12.72,34.23
12,5,12,700,12.3,33.99
12,5,13,668,46.34,34.36
12,5,14,653,12.34,34.38
12,5,15,868,22.1,35.5
12,5,16,1247,18.63,36.3
12,5,17,1816,12.46,35.09
12,5,18,1373,12.41,32.7
12,5,19,971,17.1,32.46
12,5,20,641,15.05,32.31
12,5,21,448,11.96,31.74
12,5,22,317,12.31,30.38
12,5,23,233,11.7,31.66
12,6,0,141,12.8,31.89
12,6,1,75,19.63,32.75
12,6,2,57,308.89,35.46
12,6,3,27,22.19,36.56
12,6,4,23,335.22,29.61
12,6,5,84,241.64,32.81
12,6,6,249,9.95,36.59
12,6,7,716,14.65,35.81
12,6,8,1739,28.78,34.25
12,6,9,1282,12.07,33.74
12,6,10,744,14.05,32.83
12,6,11,693,41.29,35.12
12,6,12,874,13.48,34.54
12,6,13,867,82.09,33.83
12,6,14,757,13.61,35.22
12,6,15,848,15.81,35.64
12,6,16,1203,51.57,35.16
12,6,17,1504,31.71,34.49
12,6,18,1058,14.71,33.08
12,6,19,659,16.56,32.04
12,6,20,419,12.35,31.77
12,6,21,366,28.98,30.66
12,6,22,317,14.02,31.65
12,6,23,240,16.21,33.03
12,7,0,174,13.15,32.97
12,7,1,124,15.16,30.5
12,7,2,88,16.8,32.39
12,7,3,38,23.34,37.45
12,7,4,21,16.92,38.48
12,7,5,22,9.19,32
12,7,6,51,15.86,34.73
12,7,7,91,218.27,33.2
12,7,8,220,217.15,32.65
12,7,9,342,11.9,31.58
12,7,10,471,17.41,33.13
12,7,11,638,17.61,32.91
12,7,12,815,33.59,32.59
12,7,13,857,15.76,32.72
12,7,14,861,18.26,32.66
12,7,15,943,37.96,32.99
12,7,16,807,19.22,33.44
12,7,17,715,15.92,31.96
12,7,18,627,13.63,31.58
12,7,19,575,15.54,29.65
12,7,20,450,27.19,30.35
12,7,21,360,15.51,29.57
12,7,22,334,14.61,30.38
12,7,23,255,13.52,31.42
