month,dow,hour,num_trips,trip_dur,age
6,1,16,2759,36.43,35.66
6,1,17,2998,25.54,34.72
6,1,18,2975,30,34.85
6,1,19,2328,24.45,34.03
6,1,20,1885,29.42,34.47
6,1,21,1335,47.32,33.18
6,1,22,847,28.6,33.61
6,1,23,597,31.62,33.16
6,2,0,224,71.86,31.81
6,2,1,106,17.19,33.78
6,2,2,65,29.01,35.72
6,2,3,30,158.26,36.7
6,2,4,46,20.7,33.67
6,2,5,193,23.73,33.51
6,2,6,753,12.36,36.99
6,2,7,2144,15.03,36.36
6,2,8,4241,17.95,34.79
6,2,9,2793,15.6,34.47
6,2,10,1280,22.74,35.01
6,2,11,1414,32.35,37
6,2,12,1642,28.6,36.39
6,2,13,1623,56.6,36.79
6,2,14,1508,28.23,37.89
6,2,15,1934,42.41,37.2
6,2,16,3135,23.97,37.14
6,2,17,5444,20.86,34.98
6,2,18,4408,19.1,33.56
6,2,19,2978,20.56,33.12
6,2,20,2118,24.41,32.68
6,2,21,1450,25.42,32.4
6,2,22,823,20.68,32.87
6,2,23,497,21.54,33.9
6,3,0,200,24.95,33.16
6,3,1,88,28.85,33.43
6,3,2,60,40.59,40.62
6,3,3,32,31.69,42.47
6,3,4,34,15.16,36.76
6,3,5,214,11.84,32.99
6,3,6,706,15.64,36.36
6,3,7,2009,26.96,36.26
6,3,8,3879,30.24,34.29
6,3,9,2473,19.49,33.74
6,3,10,1219,22.32,35.37
6,3,11,1051,17.49,35.91
6,3,12,1268,41.06,35.83
6,3,13,1207,66.71,36.29
6,3,14,966,20.24,36.07
6,3,15,1223,66.5,36.55
6,3,16,2370,36.23,36.41
6,3,17,4470,16.64,35.16
6,3,18,3947,21.54,33.79
6,3,19,2828,18.79,33.03
6,3,20,1722,18.97,32.75
6,3,21,1197,28.13,32.27
6,3,22,823,31.8,31.97
6,3,23,497,30.24,33.67
6,4,0,217,24.02,32.73
6,4,1,110,19.9,31.22
6,4,2,45,18.7,34.51
6,4,3,27,28.06,46.37
6,4,4,33,14.12,33.18
6,4,5,258,11.64,32.41
6,4,6,893,14.06,36.54
6,4,7,2323,22.86,36.09
6,4,8,4704,15.43,34.48
6,4,9,3010,17.41,33.76
6,4,10,1391,38.6,35.03
6,4,11,1368,48.13,36.6
6,4,12,1641,26.93,36.31
6,4,13,1706,32.33,36.05
6,4,14,1567,25.07,36.51
6,4,15,2004,23.14,37.05
6,4,16,3357,18.81,36.98
6,4,17,5829,16.8,35.01
6,4,18,4758,18.7,34.15
6,4,19,3667,19,33.91
6,4,20,2458,23.6,33.33
6,4,21,1509,20.69,32.57
6,4,22,1071,34.21,32.55
6,4,23,784,19.44,33.14
6,5,0,286,123.37,32.75
6,5,1,135,75.08,35.7
6,5,2,59,43.19,37.69
6,5,3,35,14.15,40.83
6,5,4,36,18.49,33.53
6,5,5,246,42.31,31.61
6,5,6,702,16.19,36.88
6,5,7,1640,20.59,35.78
6,5,8,3502,14.66,33.84
6,5,9,2465,14.93,33
6,5,10,1082,40.73,34.97
6,5,11,834,24.27,35.61
6,5,12,1074,38.43,35.24
6,5,13,1050,75.44,35.74
6,5,14,1023,26.75,35.54
6,5,15,1365,58.41,35.97
6,5,16,2428,16.11,36.55
6,5,17,4097,24.65,34.78
6,5,18,3649,20.89,33.96
6,5,19,2737,20.55,33.26
6,5,20,1900,33.97,32.74
6,5,21,1378,19.08,32.22
6,5,22,988,20.83,32.41
6,5,23,614,41.02,33.07
6,6,0,346,21.21,33.72
6,6,1,195,78.5,34.73
6,6,2,117,24.87,36.27
6,6,3,45,29.84,37.89
6,6,4,43,19.78,36.91
6,6,5,179,13.38,32.64
6,6,6,640,37.58,36.07
6,6,7,1785,25.08,35.85
6,6,8,3893,21.95,33.9
6,6,9,2770,15.53,33.43
6,6,10,1506,21.41,34.96
6,6,11,1367,35.5,35.88
6,6,12,1960,32.39,36.66
6,6,13,2056,35.09,36.51
6,6,14,1999,23.34,36.2
6,6,15,2312,34.1,36.77
6,6,16,3271,36.98,36.44
6,6,17,4434,21.18,35.07
6,6,18,3656,28.7,33.65
6,6,19,2733,25.77,33.53
6,6,20,2146,22.1,33.35
6,6,21,1527,27.46,33.06
6,6,22,1203,68.75,33.21
6,6,23,906,19.09,33.57
6,7,0,719,23.98,33.56
6,7,1,554,22.8,32.51
6,7,2,425,67.45,34.76
6,7,3,159,33.13,36.15
6,7,4,89,36.26,38
6,7,5,103,18.72,36.25
6,7,6,171,16.57,34.27
6,7,7,401,19.66,34.36
6,7,8,859,17.24,34.45
6,7,9,1471,28.38,34.95
6,7,10,2081,36.86,35.1
6,7,11,2755,39.87,35.29
6,7,12,3456,27.27,35.54
6,7,13,3501,44.63,35.59
6,7,14,3799,29.35,35.96
6,7,15,3741,34.23,35.93
6,7,16,2967,36.37,35.96
6,7,17,3325,36.57,35.77
6,7,18,3349,26.07,35.18
6,7,19,2975,41.28,34.87
6,7,20,2457,29.05,34.99
6,7,21,1671,32.42,34.41
6,7,22,1353,22.02,34.04
6,7,23,1034,28.87,33.92
7,1,0,676,22.71,34.32
7,1,1,590,50.88,33.25
7,1,2,475,26.99,35.54
7,1,3,149,54.69,36.72
7,1,4,59,262.36,34.8
7,1,5,81,69.83,34.46
7,1,6,161,22.06,36.37
7,1,7,316,84.28,34.91
7,1,8,665,29.34,33.9
7,1,9,1189,21.82,34.8
7,1,10,1761,20.95,34.62
7,1,11,2019,43.11,35.28
7,1,12,2351,27,35.19
7,1,13,2686,28.76,35.55
7,1,14,2731,35.35,35.78
7,1,15,2798,27.99,35.16
7,1,16,2696,33.92,35.42
7,1,17,2754,41.28,34.38
7,1,18,2738,30.42,34.43
7,1,19,2455,26.54,34.09
7,1,20,2363,26.73,33.92
7,1,21,1594,56.31,33.5
7,1,22,1102,37.9,32.92
7,1,23,738,22.71,33.38
7,2,0,414,25.2,31.91
7,2,1,249,24.22,34.43
7,2,2,125,296.21,33.78
7,2,3,61,232.41,34.87
7,2,4,58,48.68,37.22
7,2,5,343,19.76,33.06
7,2,6,1094,16.4,35.85
7,2,7,3006,25.28,35.27
7,2,8,5750,16.29,33.33
7,2,9,3801,20.04,33.45
7,2,10,1810,57.44,35.01
7,2,11,1724,63.04,35.88
7,2,12,2337,21.76,36.15
7,2,13,2066,111.7,36.2
7,2,14,1918,54.12,36.73
7,2,15,2423,31.81,36.39
7,2,16,4142,21.07,36.3
7,2,17,7193,21.92,33.97
7,2,18,5873,17.31,32.7
7,2,19,3993,38.09,32.57
7,2,20,2692,21.7,32.14
7,2,21,1801,60.35,32.54
7,2,22,1011,18.9,31.8
7,2,23,615,24.94,32.9
7,3,0,301,24.44,31.67
7,3,1,144,29.04,32.71
7,3,2,86,23.96,34.52
7,3,3,56,377.95,33.29
7,3,4,55,15.4,33.09
7,3,5,323,24.03,31.64
7,3,6,1064,14.64,34.97
7,3,7,2724,17.85,35.55
7,3,8,5354,14.42,33.35
7,3,9,3351,18.01,33.08
7,3,10,1601,42.33,34.58
7,3,11,1435,37.92,35.06
7,3,12,2089,27.56,35.1
7,3,13,1975,74.52,35.87
7,3,14,1960,39.55,36.01
7,3,15,2467,28.57,36.25
7,3,16,4164,26.7,36.06
7,3,17,7388,16.93,34.26
7,3,18,5988,17.3,32.89
7,3,19,4348,40.68,32.68
7,3,20,3219,50.39,32.38
7,3,21,2260,32.73,32.01
7,3,22,1568,19.36,32.01
7,3,23,956,22.59,32.02
7,4,0,457,20.76,32.22
7,4,1,209,28.66,32.04
7,4,2,139,107.09,35.65
7,4,3,39,35.88,38.92
7,4,4,66,19.78,33.79
7,4,5,416,105.61,31.7
7,4,6,1166,27.04,35.72
7,4,7,3097,17.53,35.25
7,4,8,6050,17.32,33.3
7,4,9,3973,18.54,32.95
7,4,10,1974,31.24,34.71
7,4,11,1778,32.21,35.25
7,4,12,2240,24.07,34.98
7,4,13,2270,81.99,35.59
7,4,14,2189,22.67,36.21
7,4,15,2539,23.39,35.78
7,4,16,3551,25.98,36.18
7,4,17,5771,17.96,34.08
7,4,18,4906,31.92,33.05
7,4,19,3806,18.42,32.5
7,4,20,2794,20.37,32.33
7,4,21,2085,23.72,31.89
7,4,22,1437,32.53,32.76
7,4,23,878,19.79,32.93
7,5,0,380,21.27,32.5
7,5,1,174,25.9,31.55
7,5,2,128,28.34,32.99
7,5,3,74,40.06,33.66
7,5,4,51,23.88,33.71
7,5,5,250,11.59,32.02
7,5,6,712,17.67,35.85
7,5,7,1958,15.59,35.09
7,5,8,3145,23.11,33.67
7,5,9,2493,27.41,33
7,5,10,1453,43.77,34.54
7,5,11,1557,32.9,34.85
7,5,12,1965,40.88,35.07
7,5,13,2106,57.58,35.11
7,5,14,2004,23.76,35.58
7,5,15,2333,37.46,35.89
7,5,16,3398,23.3,36.31
7,5,17,5376,23.34,34.36
7,5,18,4497,23.51,33.47
7,5,19,3497,21.23,32.75
7,5,20,2792,31.97,32.6
7,5,21,2051,25.54,32.28
7,5,22,1423,24.61,32.56
7,5,23,1818,43.2,33.37
7,6,0,684,29.15,31.93
7,6,1,255,24.96,33.43
7,6,2,120,30.7,33.68
7,6,3,59,26.98,33.83
7,6,4,48,21.35,32.65
7,6,5,187,19.57,30.96
7,6,6,546,13.18,34.9
7,6,7,1509,14.44,35.15
7,6,8,3363,13.34,33.18
7,6,9,2460,23.84,32.69
7,6,10,1431,20.75,34.42
7,6,11,1531,67.44,35.75
7,6,12,2089,30.57,35.29
7,6,13,2054,46.2,35.98
7,6,14,2101,23.06,35.59
7,6,15,2572,36.9,35.62
7,6,16,3083,21.36,35
7,6,17,4137,18.76,34.19
7,6,18,3379,22.89,33.23
7,6,19,2826,24.31,32.65
7,6,20,2417,22.89,32.98
7,6,21,1623,25.91,32.84
7,6,22,1299,47.82,32.43
7,6,23,976,27.84,33.55
7,7,0,665,21.08,32.58
7,7,1,440,20.21,33.37
7,7,2,381,33.03,35.19
7,7,3,157,27.94,34
7,7,4,58,27.83,37.26
7,7,5,114,19.03,34.03
7,7,6,172,14.23,32.22
7,7,7,414,14.73,33.9
7,7,8,812,14.61,33.57
7,7,9,1237,27.08,33.6
7,7,10,1770,21.81,34.4
7,7,11,2135,24.41,34.47
7,7,12,2474,52.1,34.75
7,7,13,2530,28.1,35.58
7,7,14,2495,29.03,34.91
7,7,15,2494,27.37,35.82
7,7,16,2535,30.08,35.16
7,7,17,2174,32.59,34.98
7,7,18,1947,24.7,34.69
7,7,19,1892,29.98,33.81
7,7,20,1758,26.27,33.86
7,7,21,1494,24.31,33.86
7,7,22,1106,27.68,33.09
7,7,23,974,22.21,33.75
8,1,0,729,23.7,32.42
8,1,1,576,25.64,33.96
8,1,2,449,23.26,35.14
8,1,3,162,56.28,36.38
8,1,4,60,23.02,33.25
8,1,5,66,54.49,36.18
8,1,6,152,53.83,35.57
8,1,7,323,22.35,33.86
8,1,8,705,18.8,34.31
8,1,9,1253,21.22,34.36
8,1,10,1776,31.01,34.79
8,1,11,2257,24.33,34.74
8,1,12,2685,23.96,35.04
8,1,13,2887,26.06,34.92
8,1,14,2882,29.89,35.22
8,1,15,3125,29.44,35.46
8,1,16,3186,29.53,34.93
8,1,17,3082,33.58,35.09
8,1,18,3079,28.06,34.29
8,1,19,2629,33.43,33.86
8,1,20,1980,34.62,33.43
8,1,21,1333,22.19,33.03
8,1,22,867,23.77,32.33
8,1,23,579,22.15,32.34
8,2,0,264,22.37,33.01
8,2,1,160,23.41,34.07
8,2,2,56,15.19,35.43
8,2,3,51,20.91,40.1
8,2,4,52,12.82,33.04
8,2,5,274,11.46,31.44
8,2,6,897,12.45,36.73
8,2,7,2381,15.04,35.12
8,2,8,4617,17.23,33.93
8,2,9,2916,25.42,33.96
8,2,10,1461,47.64,34.9
8,2,11,1450,25.02,36.36
8,2,12,1911,25.62,36.37
8,2,13,1813,46.89,35.88
8,2,14,1738,41.94,36.56
8,2,15,2050,22.49,36.55
8,2,16,3409,23.54,36.16
8,2,17,5456,17.98,34.48
8,2,18,4713,17.87,33.05
8,2,19,3435,19.51,32.56
8,2,20,2397,20.86,32.34
8,2,21,1567,32.58,32.41
8,2,22,1010,18.62,31.1
8,2,23,532,22.48,32
8,3,0,238,18.92,32.11
8,3,1,111,27.11,34.23
8,3,2,61,21.54,37.98
8,3,3,51,111.75,40.69
8,3,4,73,17.69,33.23
8,3,5,275,29.83,31.35
8,3,6,1049,30.86,35.2
8,3,7,2691,20.41,35.38
8,3,8,4980,22.5,33.88
8,3,9,3102,17.54,33.83
8,3,10,1518,21.65,34.5
8,3,11,1482,37.48,36.05
8,3,12,1832,25.36,35.83
8,3,13,1717,56.17,35.75
8,3,14,1752,36.52,35.92
8,3,15,2057,19.93,36.22
8,3,16,3550,18.13,36.51
8,3,17,5883,19,34.51
8,3,18,5149,19.55,33.26
8,3,19,3756,24.64,32.47
8,3,20,2507,22.63,32.37
8,3,21,1663,18.14,31.77
8,3,22,1091,18.64,32.26
8,3,23,628,22.62,32.81
8,4,0,284,26.03,31.18
8,4,1,168,22.03,34.2
8,4,2,74,26.51,37.5
8,4,3,44,32.06,38.89
8,4,4,71,27.06,34.51
8,4,5,282,18.75,31.27
8,4,6,1026,12.86,35.84
8,4,7,2706,14.35,35.44
8,4,8,5104,15.39,33.83
8,4,9,3137,19.42,33.7
8,4,10,1600,24.05,35.31
8,4,11,1584,35.93,35.28
8,4,12,1854,19.31,35.35
8,4,13,1792,27.31,35.64
8,4,14,1529,46.63,36.13
8,4,15,1942,20.01,36.15
8,4,16,2479,26.07,36.32
8,4,17,3837,17.01,34.4
8,4,18,3781,18.91,33.31
8,4,19,2733,17.75,32.32
8,4,20,1777,43.28,32.47
8,4,21,1338,26.29,31.88
8,4,22,876,37.14,32.64
8,4,23,442,18.21,32.37
8,5,0,251,19.58,31.92
8,5,1,112,23.49,33.95
8,5,2,85,101.85,36.41
8,5,3,48,359.98,36.54
8,5,4,96,18.7,32.28
8,5,5,311,66.16,31.37
8,5,6,1139,16.11,35.98
8,5,7,3091,26.06,35.39
8,5,8,6085,13.62,33.78
8,5,9,4042,16.9,33.66
8,5,10,2026,18.34,34.21
8,5,11,1961,32.61,35.39
8,5,12,2510,20.62,34.83
8,5,13,2332,74.13,35.33
8,5,14,2239,24.5,35.83
8,5,15,2731,19.47,36.04
8,5,16,4451,21.04,36.3
8,5,17,7230,18.15,34.63
8,5,18,6368,17.51,33.55
8,5,19,4621,18.12,33.08
8,5,20,3466,21.61,32.46
8,5,21,2394,21.02,32.68
8,5,22,1745,21.32,33.26
8,5,23,1035,19.19,32.27
8,6,0,547,20.81,32.77
8,6,1,285,23.04,32.87
8,6,2,181,22.02,34.23
8,6,3,83,28.82,38.87
8,6,4,66,33,34.32
8,6,5,310,22.34,31.78
8,6,6,930,12.46,35.75
8,6,7,2359,19.6,35.02
8,6,8,5215,25.73,33.52
8,6,9,3767,14,33.19
8,6,10,2140,17.12,34.58
8,6,11,2133,31.93,35.25
8,6,12,2861,24.73,35.33
8,6,13,3018,29.86,35.51
8,6,14,3068,22.58,35.63
8,6,15,3756,30.89,35.69
8,6,16,4998,22.94,35.55
8,6,17,6054,19.04,34.32
8,6,18,4925,20.85,33.53
8,6,19,3868,25.15,33.59
8,6,20,2849,33.82,33.16
8,6,21,1987,41.26,32.7
8,6,22,1679,21.04,33.51
8,6,23,1247,37.48,33.09
8,7,0,896,98.36,32.93
8,7,1,675,28.42,33.33
8,7,2,545,25.71,33.95
8,7,3,198,38.89,33.82
8,7,4,93,35.67,34.6
8,7,5,96,22.81,35.39
8,7,6,242,22.58,32.22
8,7,7,573,35.1,33.28
8,7,8,1144,38.77,34.06
8,7,9,1787,21.99,33.65
8,7,10,2320,21,33.92
8,7,11,3061,23.44,34.78
8,7,12,3387,30.65,34.14
8,7,13,3694,44.55,35.56
8,7,14,3834,34.88,35.73
8,7,15,3953,35.79,35.54
8,7,16,4039,28.67,35.48
8,7,17,3946,33.04,35.07
8,7,18,3836,28,34.19
8,7,19,3496,27.93,33.78
8,7,20,2797,27.28,33.7
8,7,21,2013,27.45,33.04
8,7,22,1626,25.63,34.1
8,7,23,1321,22.41,33.14
9,1,0,960,19.25,31.5
9,1,1,779,24.43,32.79
9,1,2,626,23.32,33.62
9,1,3,181,26.24,33.62
9,1,4,75,43.01,36.8
9,1,5,83,383.63,32.2
9,1,6,173,17.86,34.31
9,1,7,385,83.21,34.04
9,1,8,1004,20,33.89
9,1,9,1871,43.51,33.12
9,1,10,2670,20.02,33.33
9,1,11,3425,30.3,34.15
9,1,12,4255,37.43,34.6
9,1,13,4528,35.39,34.9
9,1,14,4297,33.37,34.74
9,1,15,4523,29.49,35.12
9,1,16,4511,38.08,34.68
9,1,17,4888,33.13,33.9
9,1,18,4623,23.77,33.28
9,1,19,3633,41.48,32.92
9,1,20,2308,20.36,31.28
9,1,21,1663,65,31.41
9,1,22,1267,30.55,31.74
9,1,23,883,19.4,33.05
9,2,0,480,36.29,30.75
9,2,1,281,83.94,34.98
9,2,2,149,24.72,34.3
9,2,3,47,18.3,35.87
9,2,4,63,39.18,37.81
9,2,5,297,18.81,32.56
9,2,6,1042,13.45,36.04
9,2,7,3029,16.48,34.87
9,2,8,5846,25.55,33.91
9,2,9,3712,30.28,33.44
9,2,10,2293,29.77,33.93
9,2,11,2362,36.88,33.96
9,2,12,2884,41.06,34.2
9,2,13,2857,36.19,34.88
9,2,14,2857,33.71,34.17
9,2,15,3384,39.59,35.4
9,2,16,4519,18.62,34.8
9,2,17,6817,19.37,34.22
9,2,18,5839,18.34,32.74
9,2,19,3633,18.78,31.51
9,2,20,2382,15.66,30.91
9,2,21,1750,24.75,31.45
9,2,22,1127,20.55,30.85
9,2,23,634,17.08,31.08
9,3,0,209,32.92,30.5
9,3,1,123,63.97,32.59
9,3,2,85,21.29,37.33
9,3,3,36,34.88,39.89
9,3,4,59,59.94,35.86
9,3,5,301,11.58,31.37
9,3,6,1114,10.84,35.36
9,3,7,2980,31.89,35.07
9,3,8,5758,16.16,34.03
9,3,9,3549,22.69,33.47
9,3,10,1909,16.69,34.2
9,3,11,1850,19.16,34.29
9,3,12,2194,22.83,34.16
9,3,13,2155,82.92,34.93
9,3,14,2197,18.87,34.11
9,3,15,2622,16.25,34.36
9,3,16,4058,25.48,35.62
9,3,17,6770,17.41,34.3
9,3,18,5808,17.16,32.95
9,3,19,3657,16.22,31.66
9,3,20,2202,15.26,31.12
9,3,21,1748,64.43,31.64
9,3,22,1182,35.38,30.8
9,3,23,742,16.53,31.36
9,4,0,292,18.62,30.72
9,4,1,151,103.46,34.53
9,4,2,64,31.72,36.73
9,4,3,43,23.86,35.12
9,4,4,50,13.52,34.5
9,4,5,297,14.35,31.34
9,4,6,1136,12.31,35.85
9,4,7,3289,22.18,34.8
9,4,8,5961,18.54,33.88
9,4,9,3572,14.08,33.24
9,4,10,1824,75.52,33.22
9,4,11,1843,35.35,34.51
9,4,12,2212,19.7,34.11
9,4,13,2095,62.21,34.15
9,4,14,2078,18.74,33.8
9,4,15,2355,36.02,35.03
9,4,16,4153,23.23,35.7
9,4,17,6402,23.05,34.02
9,4,18,5178,17.16,32.56
9,4,19,3461,20.17,31.75
9,4,20,2213,18.08,30.96
9,4,21,1759,21.27,30.72
9,4,22,1194,16.14,30.99
9,4,23,691,17.88,32.29
9,5,0,286,17.31,30.93
9,5,1,164,21.39,33.73
9,5,2,72,21.41,34.71
9,5,3,40,106.66,37.58
9,5,4,39,16.71,36.13
9,5,5,268,12.89,32.16
9,5,6,1062,28.01,35.26
9,5,7,3197,14.84,34.92
9,5,8,5144,14.59,33.8
9,5,9,3304,14.14,33.62
9,5,10,1733,14.75,33.37
9,5,11,1669,33,33.39
9,5,12,2163,16.33,33.38
9,5,13,2141,40.07,34.59
9,5,14,2063,14.65,34.06
9,5,15,2522,15.39,35.04
9,5,16,4069,15.56,35.34
9,5,17,5794,21.46,34.44
9,5,18,4518,15.5,32.9
9,5,19,3020,19.35,31.74
9,5,20,2046,15.22,30.87
9,5,21,1653,20.85,31.24
9,5,22,1062,24.89,31.35
9,5,23,718,17.49,31.73
9,6,0,408,19.56,31.38
9,6,1,217,15.86,31.06
9,6,2,131,19.62,33.54
9,6,3,58,162.66,35.31
9,6,4,56,16.93,34.41
9,6,5,276,10.36,32.21
9,6,6,898,11.74,35.3
9,6,7,2545,22.29,34.5
9,6,8,5206,14.02,34.18
9,6,9,3511,27.59,33.24
9,6,10,2041,23.73,33.13
9,6,11,2173,17.77,33.98
9,6,12,2726,24.4,34.31
9,6,13,2684,55.15,34.29
9,6,14,2724,20.47,34.22
9,6,15,3266,21.52,34.76
9,6,16,4671,19.76,34.87
9,6,17,6201,21.5,33.96
9,6,18,4969,17.43,32.65
9,6,19,3319,26.94,32.07
9,6,20,2035,17.04,31.34
9,6,21,1591,34.53,31.63
9,6,22,1436,32.9,31.83
9,6,23,1036,19.33,31.48
9,7,0,731,19.89,31.48
9,7,1,592,21.58,31.91
9,7,2,396,23.26,33.44
9,7,3,104,24.61,32.7
9,7,4,99,56.89,28.29
9,7,5,71,29.33,34.06
9,7,6,169,17.3,32.02
9,7,7,445,12.61,33.09
9,7,8,938,29.56,33.26
9,7,9,1457,18.42,32.86
9,7,10,2119,18.57,33.1
9,7,11,2700,24.38,33.22
9,7,12,3357,21.46,33.78
9,7,13,3420,27.31,33.77
9,7,14,3078,37.45,33.75
9,7,15,3205,36.03,33.84
9,7,16,3501,25.68,33.89
9,7,17,3683,47.53,34.14
9,7,18,3696,29.4,33.53
9,7,19,3054,21.39,33.44
9,7,20,2048,22.76,32.61
9,7,21,1691,30.13,31.63
9,7,22,1291,22.67,31.82
9,7,23,968,28.51,31.93
10,1,0,639,15.76,31.43
10,1,1,628,18.05,31.31
10,1,2,456,91.52,34.2
10,1,3,150,22.2,31.49
10,1,4,80,24.52,33.05
10,1,5,68,16.33,30.51
10,1,6,153,18.5,33.7
10,1,7,278,14.1,32.27
10,1,8,608,18.95,33.25
10,1,9,1118,19.17,33.45
10,1,10,1566,19.05,33.66
10,1,11,2008,23.57,33.13
10,1,12,2330,22.25,33.82
10,1,13,2497,25.16,33.66
10,1,14,2528,24.28,33.98
10,1,15,2532,25.64,34.05
10,1,16,2562,24.17,33.69
10,1,17,2509,23.01,33.39
10,1,18,2264,22.96,32.1
10,1,19,1503,23.09,30.42
10,1,20,1153,34.09,29.23
10,1,21,947,32.6,31.25
10,1,22,734,48.48,30.63
10,1,23,461,18.25,30.95
10,2,0,262,23.56,30.52
10,2,1,144,17.69,32.65
10,2,2,78,24.33,30.87
10,2,3,59,29.72,34.32
10,2,4,68,15.56,35.59
10,2,5,222,10.38,32.39
10,2,6,725,27.43,36.01
10,2,7,2121,24.32,34.98
10,2,8,4770,28.09,33.79
10,2,9,2998,18.97,33.35
10,2,10,1615,22.01,32.7
10,2,11,1578,16.86,33.78
10,2,12,1899,18.82,33.52
10,2,13,1966,22.66,34
10,2,14,1991,19.43,33.93
10,2,15,2141,19.19,34.96
10,2,16,3364,19.8,34.67
10,2,17,5482,16.58,34.05
10,2,18,4320,15.66,32.35
10,2,19,2617,20.6,31.12
10,2,20,1682,45.31,30.61
10,2,21,1076,20.02,30.65
10,2,22,700,34.11,30.47
10,2,23,362,16.45,30.02
10,3,0,290,107.11,30.33
10,3,1,135,16.99,31.19
10,3,2,76,14.35,33.57
10,3,3,56,181.68,40.54
10,3,4,61,15.75,36.11
10,3,5,313,12.33,33.42
10,3,6,1034,28.25,35.21
10,3,7,2829,16.4,34.83
10,3,8,6321,18.44,33.75
10,3,9,4087,13.87,32.7
10,3,10,2121,30.17,33.08
10,3,11,1910,27.68,33.69
10,3,12,2329,20.17,33.49
10,3,13,2339,21.07,33.09
10,3,14,2366,21.66,33.75
10,3,15,2771,23.55,34.56
10,3,16,4416,17.42,35.34
10,3,17,7633,19.02,34.27
10,3,18,5875,14.65,32.49
10,3,19,3496,13.63,30.89
10,3,20,2349,12.61,30.8
10,3,21,1825,25.37,30.67
10,3,22,1164,13.98,30.9
10,3,23,677,14.96,31.29
10,4,0,334,48.21,29.83
10,4,1,138,15.41,33.18
10,4,2,101,36.69,30.81
10,4,3,57,27.08,36.86
10,4,4,60,24.88,32.68
10,4,5,324,33.73,32.35
10,4,6,1085,23.9,35.46
10,4,7,3032,14.05,34.91
10,4,8,5973,14.49,33.67
10,4,9,4139,18.85,32.73
10,4,10,2170,23.52,33.25
10,4,11,2055,18.5,33.48
10,4,12,2240,34.65,33.41
10,4,13,2238,52.7,33.56
10,4,14,2090,38.4,34.1
10,4,15,2353,15.22,34.22
10,4,16,3683,27.81,35
10,4,17,5408,15.9,34.11
10,4,18,4346,14.26,31.97
10,4,19,2889,13.83,30.71
10,4,20,1975,20.34,30.53
10,4,21,1537,15.73,29.98
10,4,22,967,19.46,30.11
10,4,23,551,39.3,30.34
10,5,0,296,14.15,30.5
10,5,1,163,15.92,31.25
10,5,2,91,18.26,32.62
10,5,3,48,18.66,35.23
10,5,4,50,15.87,36.42
10,5,5,279,74.27,33.35
10,5,6,870,11.29,34.53
10,5,7,2686,11.52,34.98
10,5,8,5908,18.76,33.54
10,5,9,3746,14.07,33.31
10,5,10,1940,20.24,32.84
10,5,11,1793,18.44,33.59
10,5,12,1963,14.02,33.07
10,5,13,1992,50.26,32.94
10,5,14,1931,24.5,33.42
10,5,15,2531,19.35,34.61
10,5,16,4021,16.47,35.22
10,5,17,6390,22.25,33.97
10,5,18,5239,14.4,32.43
10,5,19,3247,13.52,31.54
10,5,20,2284,27.98,30.54
10,5,21,1624,13.25,30.54
10,5,22,1241,13.46,30.53
10,5,23,784,14.54,30.67
10,6,0,357,14.41,30.38
10,6,1,223,14.05,30.36
10,6,2,97,17.97,31.3
10,6,3,47,14.43,34.53
10,6,4,41,15.63,31.2
10,6,5,210,241.34,32.1
10,6,6,692,35.5,34.99
10,6,7,2082,14.85,34.78
10,6,8,4643,19.33,33.52
10,6,9,3319,13.66,32.97
10,6,10,1827,25.5,32.62
10,6,11,1854,18.9,33.76
10,6,12,2014,18.19,33.49
10,6,13,1914,43.65,33.64
10,6,14,1760,23.49,34.08
10,6,15,2154,15.18,34
10,6,16,3295,24.33,34.33
10,6,17,4463,14.52,33.62
10,6,18,3326,16.17,32.61
10,6,19,2081,15.7,31.32
10,6,20,1356,33.37,30.28
10,6,21,957,15.82,30.57
10,6,22,953,39.58,30.58
10,6,23,660,47.25,31.75
10,7,0,483,15.84,31.2
10,7,1,396,15.41,31.09
10,7,2,272,17.48,31.32
10,7,3,92,15.08,28.57
10,7,4,52,42.83,32
10,7,5,68,105.22,32.49
10,7,6,130,21.35,32.27
10,7,7,338,33.12,33.12
10,7,8,763,15.73,32.26
10,7,9,1204,27.96,32.35
10,7,10,1704,19.33,33.45
10,7,11,2177,17.84,33.06
10,7,12,2813,23.7,33.38
10,7,13,2962,22.71,33.82
10,7,14,3100,24.9,33.82
10,7,15,3356,24.09,33.98
10,7,16,3443,23.78,33.98
10,7,17,3264,25.07,33.03
10,7,18,2807,21.45,32.4
10,7,19,2023,18.21,31.61
10,7,20,1357,21.89,30.93
10,7,21,1200,24.26,30.22
10,7,22,1030,16.27,31.28
10,7,23,812,41.21,30.61
11,1,0,421,18.34,30.39
11,1,1,327,17.46,30.6
11,1,2,264,20.04,31.39
11,1,3,67,627.73,29.64
11,1,4,45,20.43,31.22
11,1,5,49,13.72,34.06
11,1,6,139,13.01,35.58
11,1,7,164,12.15,33.57
11,1,8,483,15.2,32.71
11,1,9,786,22.53,31.92
11,1,10,1082,16.11,30.91
11,1,11,1391,16.86,31.82
11,1,12,1526,18.8,31.76
11,1,13,1637,20.11,32.39
11,1,14,1580,21.81,32.53
11,1,15,1625,23.31,32.66
11,1,16,1577,37.75,31.55
11,1,17,1312,21.88,30.74
